CONTRADICTION,NEUTRAL,ENTAILMENT
0.06666221469640732,0.9161545634269714,0.017183199524879456
0.020125312730669975,0.875252366065979,0.10462233424186707
0.14172352850437164,0.8416456580162048,0.016630869358778
0.19757826626300812,0.7898541688919067,0.012567650526762009
0.11378708481788635,0.8695332407951355,0.01667964644730091
0.05890277773141861,0.9138006567955017,0.0272965170443058
0.1089184433221817,0.8886053562164307,0.0024762596003711224
0.003594576148316264,0.71346116065979,0.2829442620277405
0.15119443833827972,0.7873637676239014,0.061441849917173386
0.22830721735954285,0.7650700211524963,0.006622707471251488
0.1638842225074768,0.8327265381813049,0.0033892809879034758
0.06903966516256332,0.9173347353935242,0.013625584542751312
0.13049958646297455,0.8328596353530884,0.03664080798625946
0.13900208473205566,0.8364700078964233,0.02452792599797249
0.008585224859416485,0.965820848941803,0.02559392713010311
0.005539205390959978,0.9912551641464233,0.0032055845949798822
0.47541096806526184,0.5175564885139465,0.007032506167888641
0.009797129780054092,0.9740487337112427,0.016154099255800247
0.011386679485440254,0.9742117524147034,0.01440153457224369
0.08506064116954803,0.7831977605819702,0.13174162805080414
0.8201729655265808,0.1618732511997223,0.01795370690524578
0.01383175514638424,0.9536168575286865,0.032551344484090805
0.28988146781921387,0.6939000487327576,0.016218559816479683
0.13807156682014465,0.8541029691696167,0.00782540999352932
0.08942748606204987,0.8964183926582336,0.014154136180877686
0.0038209189660847187,0.9883621335029602,0.007816902361810207
0.6459946036338806,0.34995603561401367,0.004049398470669985
0.16948062181472778,0.8182483315467834,0.012271060608327389
0.9519404768943787,0.04600590467453003,0.002053650561720133
0.19822005927562714,0.793409526348114,0.008370346389710903
0.05888521671295166,0.9370912909507751,0.0040234592743217945
0.07434197515249252,0.8723515272140503,0.05330653116106987
0.12428533285856247,0.805846095085144,0.06986858695745468
0.03894796967506409,0.9392420053482056,0.02180998958647251
0.003206889843568206,0.9570353031158447,0.039757780730724335
0.00303446501493454,0.981892466545105,0.015073110349476337
0.07518303394317627,0.9179258942604065,0.00689107459038496
0.07307610660791397,0.9137876629829407,0.013136196881532669
0.020549751818180084,0.9517862200737,0.027664002031087875
0.04918311536312103,0.9161469340324402,0.0346699021756649
0.0734061673283577,0.9010871648788452,0.025506604462862015
0.34830668568611145,0.48987123370170593,0.16182205080986023
0.23061200976371765,0.7198963165283203,0.049491625279188156
0.4741245210170746,0.5127834677696228,0.01309201866388321
0.3096945583820343,0.6740040183067322,0.016301456838846207
0.01313403993844986,0.9700222611427307,0.01684373803436756
0.041571419686079025,0.9489179253578186,0.009510678239166737
0.684140682220459,0.3075673282146454,0.008292051032185555
0.17197337746620178,0.8198817372322083,0.008144906722009182
0.0077383858151733875,0.990746259689331,0.0015153472777456045
0.004209545440971851,0.9878036975860596,0.007986816577613354
0.4695819318294525,0.5169032216072083,0.013514846563339233
0.040905945003032684,0.9519065618515015,0.007187409792095423
0.16913177073001862,0.8128889203071594,0.017979225143790245
0.0529823936522007,0.8239075541496277,0.12311004102230072
0.027063598856329918,0.9595844745635986,0.013351872563362122
0.2033008486032486,0.7327234148979187,0.06397580355405807
0.03117384947836399,0.964778482913971,0.004047665279358625
0.024805445224046707,0.9705392122268677,0.004655314609408379
0.0495004877448082,0.9431632161140442,0.00733633479103446
0.30764564871788025,0.670687735080719,0.02166653610765934
0.0037932489067316055,0.9904576539993286,0.005749023985117674
0.002876936923712492,0.9887704849243164,0.00835253857076168
0.025744568556547165,0.9672380685806274,0.007017384748905897
0.3289627134799957,0.6208384037017822,0.05019889399409294
0.013096489943563938,0.9160214066505432,0.07088207453489304
0.13815271854400635,0.8407731652259827,0.02107415348291397
0.6646000146865845,0.31948843598365784,0.015911508351564407
0.1031169667840004,0.7717633843421936,0.1251196563243866
0.006447481922805309,0.493133008480072,0.5004194974899292
0.010811202228069305,0.9802160859107971,0.008972786366939545
0.022807510569691658,0.9720247983932495,0.0051676868461072445
0.00849038828164339,0.916609525680542,0.0749000832438469
0.00939287431538105,0.8946688175201416,0.0959383025765419
0.15538568794727325,0.8114923238754272,0.0331219919025898
0.166392982006073,0.817233145236969,0.01637386344373226
0.011984027922153473,0.9674791097640991,0.02053680084645748
0.011490294709801674,0.6113713383674622,0.3771384060382843
0.17261441051959991,0.8158764839172363,0.011509054340422153
0.02186751365661621,0.8882923126220703,0.08984015882015228
0.005206160247325897,0.6827515363693237,0.3120422661304474
0.06260403245687485,0.8842142820358276,0.05318167060613632
0.32475560903549194,0.5571128726005554,0.11813152581453323
0.005683479830622673,0.9782922863960266,0.01602427288889885
0.11714136600494385,0.8152761459350586,0.06758249551057816
0.0843588188290596,0.9033615589141846,0.012279669754207134
0.03692217916250229,0.9179970026016235,0.045080799609422684
0.004201802425086498,0.9738568067550659,0.021941453218460083
0.01228218525648117,0.9787750244140625,0.008942697197198868
0.0593160018324852,0.9129886031150818,0.0276953037828207
0.6577991247177124,0.3308255076408386,0.011375362053513527
0.6960915327072144,0.2716384530067444,0.03227010741829872
0.04959357902407646,0.9409229159355164,0.009483487345278263
0.006131873000413179,0.9705267548561096,0.023341426625847816
0.005878101568669081,0.9794412851333618,0.01468060351908207
0.16019131243228912,0.8184607625007629,0.0213478971272707
0.7774913907051086,0.21085257828235626,0.011656083166599274
0.007243492640554905,0.9339159727096558,0.0588405504822731
0.12453126907348633,0.7901307344436646,0.08533800393342972
0.19291871786117554,0.7782899141311646,0.028791436925530434
0.40012291073799133,0.5718650221824646,0.028012080118060112
0.5548224449157715,0.44031980633735657,0.004857707768678665
