CONTRADICTION,NEUTRAL,ENTAILMENT
0.24176481366157532,0.6658065319061279,0.09242863953113556
0.33810925483703613,0.6291334629058838,0.03275728225708008
0.09934307634830475,0.849572479724884,0.051084525883197784
0.46392127871513367,0.41673821210861206,0.11934049427509308
0.021855710074305534,0.9748184084892273,0.003325813915580511
0.012857827357947826,0.8141660094261169,0.17297621071338654
0.046883706003427505,0.9411118626594543,0.012004445306956768
0.22562818229198456,0.7554881572723389,0.018883690237998962
0.08318421244621277,0.8993738889694214,0.017441852018237114
0.8488572239875793,0.1444253772497177,0.006717382464557886
0.3146307170391083,0.6221174597740173,0.06325186043977737
0.01281139999628067,0.964056134223938,0.02313246764242649
0.29865530133247375,0.687050998210907,0.014293656684458256
0.557379961013794,0.41840434074401855,0.02421571873128414
0.034647610038518906,0.942226231098175,0.023126278072595596
0.2520972192287445,0.6983602643013,0.04954255372285843
0.31313419342041016,0.6779972910881042,0.008868534117937088
0.27681130170822144,0.6951948404312134,0.027993861585855484
0.02700287662446499,0.9501705169677734,0.02282656542956829
0.060852549970149994,0.9297429919242859,0.009404459036886692
0.3403342366218567,0.6359984278678894,0.023667285218834877
0.16637590527534485,0.7637618780136108,0.06986220180988312
0.6097562313079834,0.3687482476234436,0.021495454013347626
0.014331674203276634,0.7328910827636719,0.25277724862098694
0.086225226521492,0.8926078677177429,0.02116691879928112
0.051195524632930756,0.899875819683075,0.048928625881671906
0.4459977447986603,0.5250968933105469,0.028905346989631653
0.1508372724056244,0.8264127969741821,0.022749966010451317
0.8346433639526367,0.16025838255882263,0.005098205059766769
0.012564963661134243,0.9824260473251343,0.005008921958506107
0.09976153820753098,0.8973965644836426,0.0028419517911970615
0.05444315820932388,0.9316689968109131,0.01388778630644083
0.01774650067090988,0.9642192125320435,0.01803424395620823
0.30739977955818176,0.6667503118515015,0.025849953293800354
0.1442755162715912,0.8024404644966125,0.05328400060534477
0.09196212142705917,0.870995819568634,0.03704208880662918
0.010999167338013649,0.9843994379043579,0.004601388704031706
0.02788322977721691,0.9458585977554321,0.02625821903347969
0.0036068435292690992,0.9707175493240356,0.025675641372799873
0.5677662491798401,0.40921086072921753,0.023022938519716263
0.002344344276934862,0.9951199889183044,0.0025356735568493605
0.003384554525837302,0.7685196399688721,0.22809582948684692
0.02497510053217411,0.902593195438385,0.0724317654967308
0.027995282784104347,0.9574891924858093,0.014515521004796028
0.48517462611198425,0.49376004934310913,0.02106538973748684
0.0036099059507250786,0.9692784547805786,0.0271115992218256
0.02017696388065815,0.966700553894043,0.013122474774718285
0.0005801221705041826,0.9941891431808472,0.005230713170021772
0.0025109359994530678,0.8674932718276978,0.12999571859836578
0.6215243339538574,0.374411940574646,0.004063745960593224
0.05572175979614258,0.8908095955848694,0.05346863344311714
0.163016676902771,0.5838086605072021,0.25317466259002686
0.04823005571961403,0.9452667236328125,0.006503268610686064
0.2569730281829834,0.5249956250190735,0.2180313616991043
0.032212212681770325,0.9584070444107056,0.009380841627717018
0.009217477403581142,0.911116361618042,0.07966621965169907
0.06962035596370697,0.8881773948669434,0.04220230504870415
0.7112266421318054,0.2809828221797943,0.007790524046868086
0.0011890290770679712,0.9888210296630859,0.00998992845416069
0.021528000012040138,0.9427934885025024,0.03567846864461899
0.2885458171367645,0.6781784296035767,0.033275775611400604
0.7517499923706055,0.23986268043518066,0.008387343026697636
0.3418452739715576,0.6251432299613953,0.03301152586936951
0.00513966241851449,0.983705997467041,0.01115435641258955
0.025189798325300217,0.9556708335876465,0.019139358773827553
0.7913609147071838,0.20028235018253326,0.008356714621186256
0.13242684304714203,0.8557940721511841,0.011779092252254486
0.247757688164711,0.7158280611038208,0.0364142507314682
0.08082060515880585,0.9120187759399414,0.007160544395446777
0.004920171108096838,0.9412497878074646,0.05382997915148735
0.15151996910572052,0.7513221502304077,0.09715785086154938
0.8054743409156799,0.1833765059709549,0.011149061843752861
0.6005091071128845,0.3912292718887329,0.008261722512543201
0.057400062680244446,0.936330258846283,0.006269627250730991
0.04474890977144241,0.8862832188606262,0.06896787881851196
0.010592659935355186,0.9761785864830017,0.013228751718997955
0.25528571009635925,0.7378002405166626,0.006914028897881508
0.09270765632390976,0.9008065462112427,0.006485822144895792
0.055886782705783844,0.9188070297241211,0.025306185707449913
0.7731286883354187,0.2207714319229126,0.0060998909175395966
0.07920298725366592,0.8479486107826233,0.07284843921661377
0.021614883095026016,0.9604054093360901,0.017979703843593597
0.10066821426153183,0.8857384324073792,0.013593287207186222
0.37859421968460083,0.5660807490348816,0.05532503500580788
0.15668514370918274,0.8190609216690063,0.024254007264971733
0.027547329664230347,0.969158411026001,0.0032941875979304314
0.00589142506942153,0.8751784563064575,0.11893024295568466
0.36655792593955994,0.6161710619926453,0.017271069809794426
0.02243896946310997,0.9762377738952637,0.001323373056948185
0.06821231544017792,0.9240958094596863,0.007691814564168453
0.0032282539177685976,0.9386507272720337,0.05812094360589981
0.014927512966096401,0.9814690351486206,0.003603546414524317
0.9166641235351562,0.0773933082818985,0.005942566320300102
0.002776688663288951,0.9080510139465332,0.08917225152254105
0.8306408524513245,0.16594146192073822,0.003417680040001869
0.017750253900885582,0.6311772465705872,0.3510725796222687
0.013135491870343685,0.9539638757705688,0.03290066123008728
0.030256586149334908,0.9357705116271973,0.033972904086112976
0.21118828654289246,0.7656199336051941,0.023191802203655243
0.20908041298389435,0.7822465896606445,0.00867300946265459
0.153299480676651,0.8286999464035034,0.018000630661845207
0.002227348741143942,0.9946198463439941,0.00315282354131341
