CONTRADICTION,NEUTRAL,ENTAILMENT
0.3558104932308197,0.5937320590019226,0.05045737698674202
0.14555159211158752,0.7182199954986572,0.13622835278511047
0.023632284253835678,0.8480693697929382,0.12829828262329102
0.028266338631510735,0.9553133249282837,0.016420315951108932
0.027239730581641197,0.9631428122520447,0.009617467410862446
0.42698702216148376,0.559648334980011,0.013364643789827824
0.004309150855988264,0.23522335290908813,0.7604674696922302
0.001402004505507648,0.9976311922073364,0.000966802064795047
0.09041532129049301,0.8161550164222717,0.09342961013317108
0.09075383841991425,0.8123748898506165,0.09687130898237228
0.8691526651382446,0.12838995456695557,0.002457348397001624
0.0032242219895124435,0.8147240877151489,0.1820516735315323
0.04725842550396919,0.6837712526321411,0.2689703702926636
0.061832066625356674,0.9242421984672546,0.01392575353384018
0.004736377391964197,0.9824884533882141,0.012775164097547531
0.1201978549361229,0.856870174407959,0.0229320265352726
0.0027378841768950224,0.7986584305763245,0.19860367476940155
0.12282329797744751,0.8187278509140015,0.05844883248209953
0.067092165350914,0.8766744136810303,0.056233469396829605
0.007824495434761047,0.8124101161956787,0.17976544797420502
0.05209760367870331,0.9275903701782227,0.02031194604933262
0.08319371193647385,0.8988465070724487,0.0179597157984972
0.028596481308341026,0.9535731673240662,0.017830388620495796
0.09004049748182297,0.9046480655670166,0.005311424843966961
0.006691311486065388,0.9575871229171753,0.035721488296985626
0.004353891592472792,0.9702675342559814,0.02537858672440052
0.06345847994089127,0.931454062461853,0.005087579600512981
0.00843639113008976,0.8191457390785217,0.17241783440113068
0.005054934415966272,0.9802181720733643,0.014726903289556503
0.004819468595087528,0.9265419840812683,0.06863852590322495
0.25657346844673157,0.42335018515586853,0.3200763463973999
0.007253698538988829,0.9568602442741394,0.035885997116565704
0.02921951375901699,0.6973645687103271,0.2734159529209137
0.045354463160037994,0.6251274943351746,0.32951804995536804
0.01587793231010437,0.9056150317192078,0.07850708067417145
0.028925815597176552,0.9038971066474915,0.06717704981565475
0.09127437323331833,0.8687463998794556,0.03997916355729103
0.010522110387682915,0.971238374710083,0.018239496275782585
0.44446057081222534,0.5339107513427734,0.021628685295581818
0.011648086830973625,0.7063137292861938,0.2820381224155426
0.0059450725093483925,0.7278517484664917,0.2662031948566437
0.0770326629281044,0.8582050800323486,0.06476227194070816
0.08570796996355057,0.7754198908805847,0.13887211680412292
0.18514958024024963,0.7632538676261902,0.05159647762775421
0.020486468449234962,0.7000691294670105,0.2794443666934967
0.2915680706501007,0.7055057287216187,0.0029262136667966843
0.007955280132591724,0.5477612614631653,0.44428345561027527
0.011448205448687077,0.8926328420639038,0.09591889381408691
0.017534634098410606,0.8242445588111877,0.15822076797485352
0.028802992776036263,0.9676817059516907,0.003515365533530712
0.007197875063866377,0.9375108480453491,0.05529128015041351
0.006875242572277784,0.9198967814445496,0.07322797179222107
0.010589545592665672,0.9672883749008179,0.02212204597890377
0.1690347045660019,0.8287274241447449,0.002237851032987237
0.002954623894765973,0.9729050397872925,0.024140380322933197
