CONTRADICTION,NEUTRAL,ENTAILMENT
0.004320874810218811,0.9711053371429443,0.024573756381869316
0.20940782129764557,0.7715916037559509,0.019000625237822533
0.0834779143333435,0.8743816614151001,0.04214046150445938
0.055617351084947586,0.9307904839515686,0.01359214074909687
0.014411834068596363,0.959324061870575,0.02626407891511917
0.0691826343536377,0.8136208057403564,0.11719650030136108
0.22846131026744843,0.6312093138694763,0.14032933115959167
0.023092398419976234,0.9380834698677063,0.03882412984967232
0.02934819459915161,0.9605225920677185,0.010129231959581375
0.01591605693101883,0.7420199513435364,0.2420639544725418
0.8302624225616455,0.15152297914028168,0.018214596435427666
0.0449933223426342,0.9263476729393005,0.028659019619226456
0.12798897922039032,0.8333020210266113,0.038708966225385666
0.17875085771083832,0.8151089549064636,0.006140165496617556
0.0073867724277079105,0.9198007583618164,0.07281234860420227
0.013639338314533234,0.9275877475738525,0.05877293646335602
0.11259756237268448,0.8569836020469666,0.030418915674090385
0.024955736473202705,0.6094624996185303,0.36558181047439575
0.04267926886677742,0.9481514692306519,0.00916923489421606
0.16739870607852936,0.8249825835227966,0.007618680130690336
0.023335061967372894,0.9258248209953308,0.05084008350968361
0.01125803217291832,0.9862339496612549,0.002508127596229315
0.10171761363744736,0.8569689989089966,0.041313350200653076
0.019594183191657066,0.6965186595916748,0.28388717770576477
0.01692836731672287,0.9271659255027771,0.05590563267469406
0.029094843193888664,0.7005143165588379,0.2703908085823059
0.2713946998119354,0.6185683608055115,0.11003696173429489
0.011290403082966805,0.963905930519104,0.024803677573800087
0.01675346866250038,0.7872254252433777,0.19602109491825104
0.002493554726243019,0.9947687387466431,0.0027378194499760866
0.004025008995085955,0.9898457527160645,0.006129205226898193
0.9140385389328003,0.08235196769237518,0.0036094561219215393
0.013077251613140106,0.978468120098114,0.008454653434455395
0.010387806221842766,0.9216462969779968,0.06796596944332123
0.05996119976043701,0.8975732326507568,0.04246560111641884
0.5290238261222839,0.3186047673225403,0.1523713618516922
0.32804301381111145,0.6624665856361389,0.009490377269685268
0.0019719863776117563,0.9935454726219177,0.0044825030490756035
0.008243704214692116,0.9855623245239258,0.006193927489221096
0.13131871819496155,0.836657702922821,0.03202357143163681
0.43276917934417725,0.48304277658462524,0.08418803662061691
0.006423120852559805,0.9515076875686646,0.04206913709640503
0.001232707523740828,0.9967507123947144,0.0020166528411209583
0.02087782695889473,0.9445493817329407,0.03457283601164818
0.4924995005130768,0.5028637051582336,0.004636836238205433
0.003404844319447875,0.9580643177032471,0.03853088617324829
0.015300444327294827,0.9652576446533203,0.01944197528064251
0.31185150146484375,0.6783101558685303,0.009838351979851723
0.051299985498189926,0.8719788193702698,0.0767211839556694
0.005561606027185917,0.8593642711639404,0.13507413864135742
0.02180391363799572,0.9091910719871521,0.06900496780872345
0.21291285753250122,0.7150051593780518,0.07208190858364105
0.018773704767227173,0.9771959781646729,0.00403029378503561
0.0020629505161195993,0.9905015230178833,0.007435561623424292
0.4742782711982727,0.5207390189170837,0.004982722923159599
0.027180049568414688,0.8704876899719238,0.10233229398727417
0.020356856286525726,0.9376883506774902,0.04195482283830643
0.6393488049507141,0.34961235523223877,0.011038873344659805
0.4139021933078766,0.5801944136619568,0.005903422366827726
0.09256412833929062,0.8639034628868103,0.04353244602680206
0.023675687611103058,0.8840015530586243,0.09232280403375626
0.05396285280585289,0.9104315638542175,0.035605575889348984
0.026141539216041565,0.8996665477752686,0.0741918683052063
0.11608981341123581,0.87962806224823,0.0042821671813726425
0.04776132106781006,0.9155222177505493,0.03671642392873764
0.0035516659263521433,0.8478605151176453,0.14858777821063995
0.003753348719328642,0.8550284504890442,0.1412181556224823
0.0021349943708628416,0.9303207993507385,0.06754422187805176
0.7334545850753784,0.23882493376731873,0.02772042714059353
0.04792453348636627,0.8576379418373108,0.09443756937980652
0.924927294254303,0.0735151469707489,0.001557535957545042
0.011720568872988224,0.9722626209259033,0.016016827896237373
0.069613017141819,0.9063644409179688,0.02402251958847046
0.035170793533325195,0.9148141741752625,0.050015028566122055
0.2932327389717102,0.6282787919044495,0.07848851382732391
0.008922379463911057,0.5582513213157654,0.43282634019851685
0.5160878300666809,0.47248023748397827,0.011431965976953506
0.05363097041845322,0.8867586255073547,0.05961044877767563
0.32491976022720337,0.5167025923728943,0.15837757289409637
0.007899805903434753,0.9847490191459656,0.0073511600494384766
0.02189699374139309,0.9423499703407288,0.0357530415058136
0.016272783279418945,0.9791032671928406,0.004624056629836559
0.10819850862026215,0.654075026512146,0.23772649466991425
0.7449402213096619,0.22883497178554535,0.026224782690405846
0.6821233034133911,0.3075927495956421,0.01028394140303135
0.034703321754932404,0.9617642760276794,0.00353238289244473
0.015223049558699131,0.6287870407104492,0.35598987340927124
0.002549740020185709,0.9594689011573792,0.03798137605190277
0.024285707622766495,0.939696729183197,0.036017533391714096
0.14632588624954224,0.849702775478363,0.003971324302256107
0.056888554245233536,0.8507540822029114,0.09235737472772598
0.2233971506357193,0.7614909410476685,0.015111846849322319
0.2280869334936142,0.7337785363197327,0.03813451901078224
0.07181611657142639,0.9088766574859619,0.019307265058159828
0.0263445395976305,0.9665846228599548,0.007070799823850393
0.06726273149251938,0.9283596873283386,0.004377664066851139
0.01232865173369646,0.9858361482620239,0.0018351603066548705
0.28373926877975464,0.6886618137359619,0.027598939836025238
0.07418059557676315,0.9133195281028748,0.012499894946813583
0.14409048855304718,0.7045614123344421,0.1513480544090271
0.8276238441467285,0.16501010954380035,0.00736609473824501
0.23811030387878418,0.6011435389518738,0.16074618697166443
0.004357307683676481,0.9477893710136414,0.047853369265794754
0.015724902972579002,0.9643774032592773,0.019897684454917908
0.0014028633013367653,0.9968433380126953,0.0017538476968184114
0.5703597664833069,0.42388203740119934,0.005758157465606928
0.4190692603588104,0.5227758288383484,0.05815490335226059
