CONTRADICTION,NEUTRAL,ENTAILMENT
0.3010881245136261,0.6707587838172913,0.02815311774611473
0.03155696764588356,0.9591416716575623,0.009301329962909222
0.0008803101954981685,0.9949475526809692,0.004172174260020256
0.4414044916629791,0.5456660985946655,0.012929416261613369
0.08317679166793823,0.8865336179733276,0.030289554968476295
0.03959987685084343,0.8510739803314209,0.10932616144418716
0.2970355749130249,0.6168956756591797,0.08606871217489243
0.0,0.0,0.0
0.0,0.0,0.0
0.049704719334840775,0.9151609539985657,0.035134244710206985
0.025057217106223106,0.9592355489730835,0.015707191079854965
0.0,0.0,0.0
0.016849307343363762,0.8655647039413452,0.11758596450090408
0.012580911628901958,0.9655135869979858,0.02190544456243515
0.4577810764312744,0.5372676253318787,0.0049512311816215515
0.059306804090738297,0.9225127100944519,0.018180441111326218
0.3237593472003937,0.5329436659812927,0.1432969570159912
0.17936193943023682,0.813686192035675,0.006951882969588041
0.038842085748910904,0.942512571811676,0.01864534616470337
0.004219295457005501,0.9889822602272034,0.006798514164984226
0.019261274486780167,0.9668933153152466,0.013845318928360939
0.0,0.0,0.0
0.0,0.0,0.0
0.14914296567440033,0.8141586780548096,0.03669831529259682
0.018184425309300423,0.948477029800415,0.03333862125873566
0.0,0.0,0.0
0.01290135644376278,0.9652814865112305,0.021817097440361977
0.28449195623397827,0.6953654885292053,0.02014261484146118
0.10578107088804245,0.8008245229721069,0.09339435398578644
0.0,0.0,0.0
0.05384405329823494,0.9162782430648804,0.029877712950110435
0.2734377682209015,0.6155468821525574,0.11101535707712173
0.02989290840923786,0.910385012626648,0.059721995145082474
0.02922813408076763,0.8822091817855835,0.08856259286403656
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.018988998606801033,0.9037308692932129,0.07728012651205063
0.005130130797624588,0.9869043231010437,0.007965432479977608
0.3442135155200958,0.640977144241333,0.014809221029281616
0.0628853291273117,0.8654018044471741,0.0717129111289978
0.014579413458704948,0.9719304442405701,0.013490146957337856
0.0031166146509349346,0.953007698059082,0.04387570172548294
0.04918418824672699,0.8903647661209106,0.06045107915997505
0.09990938752889633,0.874620258808136,0.025470327585935593
0.060620907694101334,0.9238227605819702,0.015556403435766697
0.0,0.0,0.0
0.05057956278324127,0.9218385219573975,0.02758193202316761
0.8297246098518372,0.1661600023508072,0.004115393850952387
0.010751431807875633,0.9566321969032288,0.03261636197566986
0.0,0.0,0.0
0.09063368290662766,0.833876371383667,0.07549000531435013
0.019604336470365524,0.9548885226249695,0.025507118552923203
0.11086665838956833,0.7954527735710144,0.09368054568767548
0.03313049301505089,0.921452522277832,0.04541703686118126
0.11241631954908371,0.8823119401931763,0.0052716913633048534
0.5031935572624207,0.48467302322387695,0.012133412063121796
0.004433361813426018,0.9908149838447571,0.004751765634864569
0.00809607096016407,0.9395272135734558,0.05237670615315437
0.0,0.0,0.0
0.008298478089272976,0.9461410045623779,0.04556061699986458
0.13765570521354675,0.6754950284957886,0.18684929609298706
0.1816338151693344,0.7771535515785217,0.04121261090040207
0.0569876991212368,0.9261999726295471,0.01681242138147354
0.7070203423500061,0.26074111461639404,0.03223853558301926
0.02654445916414261,0.9640678763389587,0.009387698955833912
0.0,0.0,0.0
0.013943339698016644,0.9833267331123352,0.0027299418579787016
0.012628121301531792,0.938962459564209,0.04840931296348572
0.013488227501511574,0.9688416719436646,0.017670193687081337
0.0,0.0,0.0
0.8119824528694153,0.18374142050743103,0.004276145715266466
0.011250515468418598,0.1553424745798111,0.8334069848060608
0.02678663842380047,0.9700867533683777,0.003126654075458646
0.032263364642858505,0.959634006023407,0.008102692663669586
0.028533129021525383,0.960681676864624,0.01078520156443119
0.027018554508686066,0.9676321148872375,0.00534922955557704
0.006198652554303408,0.9660406112670898,0.027760691940784454
0.014477698132395744,0.9542514681816101,0.031270887702703476
0.06485806405544281,0.878480076789856,0.05666179209947586
0.0,0.0,0.0
0.009617225266993046,0.9856626391410828,0.004720150027424097
0.33913111686706543,0.6067532300949097,0.05411569029092789
0.14077237248420715,0.8067132234573364,0.05251440033316612
0.06180894374847412,0.932104229927063,0.006086815148591995
0.0,0.0,0.0
0.10887795686721802,0.8559702038764954,0.035151783376932144
0.13594122231006622,0.8563726544380188,0.007686066906899214
0.0,0.0,0.0
0.0,0.0,0.0
0.6376486420631409,0.34435680508613586,0.01799447275698185
0.0362427681684494,0.912828266620636,0.050928909331560135
0.0,0.0,0.0
0.02297944948077202,0.9635718464851379,0.013448705896735191
0.07410888373851776,0.8296907544136047,0.09620040655136108
0.0,0.0,0.0
0.3430361747741699,0.6193991899490356,0.037564657628536224
0.6936331391334534,0.299572229385376,0.006794597953557968
0.20023378729820251,0.7826507687568665,0.017115425318479538
0.009796127676963806,0.9392092823982239,0.05099457502365112
0.09788858145475388,0.8270686268806458,0.0750427171587944
0.0,0.0,0.0
0.03032357059419155,0.9599872827529907,0.0096890889108181
0.011478363536298275,0.9816411137580872,0.006880574859678745
0.24556300044059753,0.737877368927002,0.016559600830078125
0.6856843829154968,0.2597956359386444,0.05452001467347145
0.07940130680799484,0.8936878442764282,0.026910871267318726
0.017281807959079742,0.9792561531066895,0.003462015651166439
0.034185394644737244,0.9346835017204285,0.031131139025092125
0.09626877307891846,0.616921603679657,0.28680968284606934
0.5930799841880798,0.3975086808204651,0.009411289356648922
0.0,0.0,0.0
0.0351158045232296,0.7190454602241516,0.2458387017250061
0.0115307392552495,0.9651339054107666,0.023335322737693787
0.01755344495177269,0.9584578275680542,0.02398875169456005
0.004506564233452082,0.9619052410125732,0.033588215708732605
0.012979941442608833,0.9665423035621643,0.02047770656645298
0.009844578802585602,0.8441654443740845,0.14598996937274933
